player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Ben Foster,27,Watford,41, GK  ,38,3420,0,0.1,30.3,44.8,0,9.6,0,6.69,0,1,0,0,0.5,1,0,0.2,0,0,0,0.1,0.1,0.1,0,1.2,0.1,0,0
Frank Anguissa,170,Fulham,29, M(C)  ,16(6),1519,0,0.3,47.4,87.4,0,1.6,0,6.69,0,1,1,1,1,0,1.9,0.8,0.1,1.8,1.7,2.2,1.5,1,0.1,1.3,1.5,0.3,0
Ben Davies,30,Tottenham,31," D(CL),M(L)  ",20(7),1839,0,0.6,40.2,82.8,0.3,1.2,0,6.69,0,2,0,0.5,1.7,1,0.1,0.5,0,0.4,0.7,2.1,0.9,0.7,0.3,2.3,0.6,0.4,0
Bruno Ecuele Manga,188,Cardiff,36, D(CR)  ,37(1),3374,1,0.2,25.2,64.9,0.1,2.4,0,6.69,0,0,0,0.3,2.3,0,0.3,0.3,0,0.3,0.6,1.8,2.1,0.4,0.3,4.5,0.8,0.7,0
Bernd Leno,13,Arsenal,33, GK  ,31(1),2833,0,0,28.8,69.2,0,4.9,0,6.68,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.1,0,0,1,0.1,0,0
Victor Lindelöf,32,Man Utd,30, D(CLR)  ,29(1),2602,1,0.2,49.7,89.2,0,2.1,0,6.68,1,1,0,0.3,2.3,0,0.3,0.5,0,0.1,0.4,1.3,0.8,0.6,0.7,3.9,0.3,0.4,1
Pascal Groß,211,Brighton,33," D(LR),M(CR),FW  ",24(1),1878,3,2.2,32.4,75.6,1.8,2.1,0,6.68,3,1,0,1,0.7,1,0.2,0.5,0.2,0.8,1.4,1.1,0.5,0.4,0,0.9,1,0.3,0
Aaron Cresswell,29,West Ham,35," D(CL),M(L)  ",18(2),1591,1,0.9,40.6,81.4,0.8,1.5,0,6.68,0,1,0,0.6,1.3,0,0.3,0.6,0.1,0.3,0.7,1.5,1.2,0.1,0.4,2.1,0.6,0.4,0
Marc Albrighton,14,Leicester,35," D(R),M(LR)  ",18(9),1627,2,1.1,23,65.9,0.8,1.7,0,6.68,2,3,0,0.7,0.6,0,0.7,0.7,0.1,0.9,1.3,1.3,0.9,0.4,0,0.9,0.7,0.1,0
Chris Wood,184,Burnley,33, FW  ,29(9),2596,2,0.6,15.8,64.8,0.1,0.1,0.1,6.67,10,2,0,1.6,3.5,2,0.2,0.6,1.4,1.2,2.4,0.3,0.1,0.7,0,0.7,0.3,0.1,0
Christian Kabasele,27,Watford,34, D(C)  ,19(2),1587,0,0.1,26.2,73.9,0,2.1,0,6.67,0,2,1,0.4,2.9,1,0,0.7,0,0,0.3,1.2,1.8,1,1.1,5,0.6,0.8,0
Jordan Henderson,26,Liverpool,34," D(C),M(CLR)  ",21(11),1983,3,0.5,54.4,87.2,0.2,3.3,0.1,6.67,1,1,1,0.5,0.8,0,0.2,0.4,0,0.3,0.7,1.4,0.9,0.8,0,0.4,0.7,0.1,0
Jeffrey Schlupp,162,Crystal Palace,32," D(L),M(CLR)  ",18(12),1667,1,0.5,21,75.9,0.1,0.5,0,6.66,4,1,0,0.9,1.8,1,0.7,0.5,0,0.8,1,1.4,0.6,0.8,0,0.7,0.6,0.3,0
Ederson,167,Man City,31, GK  ,38,3420,1,0.1,24.2,82.6,0,3.3,0,6.66,0,2,0,0,0.3,0,0,0.1,0,0,0,0.1,0,0.1,0,0.5,0,0,0
Roberto Pereyra,27,Watford,34," M(CLR),FW  ",33,2825,1,1.1,34,83.2,0.2,1.4,0,6.66,6,3,0,1.7,0.1,1,1.2,1.1,0.1,2,2.5,0.6,0.7,0.8,0,0.6,0.5,0,0
Craig Cathcart,27,Watford,36, D(CR)  ,35(1),3099,0,0,35.5,81.5,0,2.7,0,6.66,3,2,0,0.4,2.4,2,0.1,0.2,0,0.1,0.3,1.4,1.1,0.4,1.1,5,0.4,0.8,2
Yan Valery,18,Southampton,26," D(CR),M(R)  ",20(3),1715,1,0.3,17.3,61.9,0.3,0.6,0,6.66,2,3,1,0.3,1.8,0,1,0.3,0.1,1.3,1.4,1.8,1,1.2,0.3,2.5,0.6,0.1,0
Dale Stephens,211,Brighton,35, M(C)  ,29(1),2487,1,0.6,45.1,83.7,0,4.1,0,6.66,1,6,1,0.4,0.9,1,0.2,0.3,0,0.5,0.9,2.8,1.5,1.5,0,1.5,1.5,0.4,0
Joe Bryan,170,Fulham,31," D(L),M(CL)  ",27(1),2347,1,0.9,33.9,75.4,0.8,1.7,0,6.65,0,5,0,0.8,1.1,0,0.5,1,0.1,0.6,0.8,2.2,1.1,0.9,0.1,2.5,0.6,0.4,0
Ross Barkley,15,Chelsea,31, M(CLR)  ,13(14),1243,5,0.8,35.3,91.2,0,1.5,0.1,6.65,3,1,0,1.5,0.7,1,0.6,1,0,1.2,0.7,0.6,0.3,0.5,0,0.5,0.4,0,0
André Gomes,31,Everton,31, M(CLR)  ,24(3),1986,1,0.2,44.4,84.8,0.1,3.5,0,6.65,1,7,0,0.8,1.4,0,1.5,1,0,1.9,1.3,1.4,0.7,1.8,0,0.7,1.7,0.1,0
Glenn Murray,211,Brighton,41, FW  ,30(8),2513,1,0.3,15.9,58.3,0,0.2,0,6.65,13,5,0,1.4,4.6,3,0.2,1.4,1,0.9,2.2,0.4,0.1,2.1,0.1,0.4,0.4,0.1,0
Mateo Kovacic,15,Chelsea,30, M(CL)  ,21(11),1745,2,0.8,45.9,92,0,0.9,0.2,6.65,0,3,0,0.9,0.3,0,1.3,1,0,1.2,0.8,1.4,0.3,0.6,0,0.6,0.8,0.1,0
Davy Pröpper,211,Brighton,33, M(C)  ,30,2551,1,0.6,40.4,80,0.1,2.5,0.1,6.65,1,2,0,0.5,1.2,1,1,0.6,0,0.8,1.5,1.7,1.8,1.1,0,1.1,1.2,0.2,0
Mark Noble,29,West Ham,37, M(C)  ,29(2),2308,5,0.7,48.6,85.3,0.2,4.4,0.2,6.65,5,6,1,0.5,0.3,0,0.5,1.2,0,1.1,0.9,1.5,0.7,0.7,0,0.4,1.2,0.1,0
Anthony Knockaert,211,Brighton,33, AM(LR)  ,18(12),1833,6,1.2,20.5,76.9,1.3,1.3,0,6.64,2,4,1,0.9,0.5,0,1,0.6,0.1,1,1.7,1.1,1,0.7,0,0.2,0.6,0,0
Gabriel Jesus,167,Man City,27," AM(LR),FW  ",8(21),1022,3,0.7,12.3,82.6,0,0.1,0,6.64,7,1,0,1.5,0.5,1,0.8,0.6,0.5,1,1.1,0.3,0.1,0.4,0,0.1,0.2,0.1,0
Matthew Lowton,184,Burnley,35," D(LR),M(R)  ",19(2),1748,0,0.4,30.4,69,0.3,3.4,0,6.64,0,7,0,0.2,1.2,0,0.6,0.6,0,0.5,0.3,2.7,1.4,1,0.1,3.4,1.3,0.3,0
Sam Vokes,184,Burnley,35, FW  ,10(10),916,0,0.4,13.4,50.7,0,0.1,0,6.63,3,0,0,1.1,6.3,0,0.2,0.5,0.4,0.7,1.4,0.2,0,0.7,0,0.9,0,0.1,0
Yves Bissouma,211,Brighton,28, M(C)  ,17(11),1771,0,0.5,25.5,81.8,0.1,0.9,0,6.63,0,5,0,1.1,1,1,1.7,0.9,0.1,1.1,1.5,2.2,1.2,1.4,0,0.9,0.6,0.2,0
Kepa,15,Chelsea,30, GK  ,36,3240,0,0,27.9,85.4,0,5.2,0,6.63,0,2,0,0,0.2,1,0,0.1,0,0,0,0,0,0,0,0.4,0,0,0
Alex Iwobi,13,Arsenal,28," D(R),M(CLR)  ",22(13),1976,6,1.1,27.2,77.8,0.3,0.8,0,6.62,3,0,0,1,0.1,0,1.3,0.4,0.1,1.6,2,0.8,0.3,0.2,0,0.3,0.5,0,0
Denis Odoi,170,Fulham,36," D(CLR),DMC  ",29(2),2594,1,0.4,43,82.1,0.1,2.2,0,6.62,0,4,0,0.3,1.8,0,0.5,1,0,0.4,0.6,1.5,1.3,1.2,0.3,4.6,0.4,0.8,1
Martin Dúbravka,23,Newcastle,36, GK  ,38,3420,0,0,27.2,53.4,0,7.4,0,6.62,0,1,0,0,0.4,1,0,0.1,0,0,0,0.1,0,0,0,0.9,0.1,0,0
Dominic Calvert-Lewin,31,Everton,28," AM(L),FW  ",19(16),1776,2,0.3,12.2,61.7,0.1,0.3,0,6.61,6,3,0,1.5,3.2,0,0.6,0.9,0.2,1.2,1.9,0.4,0.2,1,0,0.5,0.2,0.1,0
Cyrus Christie,170,Fulham,32," D(CR),M(R)  ",19(9),1945,1,0.6,31.6,76.4,0.6,0.8,0,6.61,0,7,0,0.4,2,0,1,0.5,0.1,1,1,1.5,1,1,0.2,2.9,0.8,0.4,0
Ryan Bertrand,18,Southampton,35," D(CL),M(L)  ",24,2160,0,1,32.3,75.5,0.9,0.8,0.1,6.61,1,8,0,0.7,1.6,0,0.3,0.9,0,0.3,1.3,1.9,1.2,1.1,0.1,1.8,0.6,0.2,0
Sead Kolasinac,13,Arsenal,31," D(CL),DMC,M(L)  ",22(2),1891,5,1.3,40.5,77.7,0.5,0.8,0,6.61,0,5,0,0.4,0.8,0,0.5,0.4,0.4,0.7,1.3,1.4,0.8,0.9,0,1,0.6,0.1,0
Aron Gunnarsson,188,Cardiff,35, M(C)  ,27(1),2275,1,0.6,26.8,71.6,0.1,1.5,0,6.61,1,5,0,0.7,1.7,0,0.4,1.1,0,0.3,0.9,1.8,1.4,0.9,0,1.9,2.2,0.4,0
Cheikhou Kouyaté,162,Crystal Palace,35," D(CR),DMC  ",21(10),1897,2,0.5,24.7,80.1,0,0.6,0,6.61,0,3,0,0.6,2.1,0,0.4,0.5,0.1,0.7,0.8,1.9,0.5,1.1,0.1,1,0.8,0.4,0
Jonathan Hogg,166,Huddersfield,36," D(C),DMC  ",29,2377,1,0.6,53.3,83.2,0.1,2.4,0,6.60,0,8,1,0.3,1.1,0,0.3,1.2,0,0.7,1.1,2.7,2.5,2,0,0.6,1.4,0.2,0
Adrian Mariappa,27,Watford,38, D(CR)  ,20(6),1924,0,0.2,34,82.3,0,2.2,0,6.60,0,3,0,0.3,2.3,1,0,0.2,0,0.2,0.2,1.3,1,0.7,0.7,4.5,0.6,0.6,0
Tom Cairney,170,Fulham,34, M(CR)  ,24(7),2200,1,1.3,44.3,90.2,0.2,1.9,0.1,6.60,1,0,0,0.8,0.3,0,1.4,1.3,0,1.6,1.1,1.2,0.3,0.3,0,0.4,0.1,0.2,0
Bernard,31,Everton,32, AM(CLR)  ,25(9),2129,3,1.2,23.7,75.3,0.4,0.5,0.1,6.60,1,5,0,0.7,0.1,0,1.2,0.8,0.1,1.2,2.2,1.4,0.8,0.5,0,0.4,1.2,0.1,0
Alexis Sánchez,32,Man Utd,36," M(CLR),FW  ",9(11),877,3,1.1,19.1,74.6,0.3,1.2,0.1,6.60,1,3,0,0.9,0.4,0,0.7,0.9,0.4,1.3,1.1,0.9,0.5,0.7,0,0.1,0.4,0,0
Jesse Lingard,32,Man Utd,32," AM(CLR),FW  ",19(8),1670,2,0.6,28.2,85.7,0.1,0.3,0.1,6.59,4,3,0,1.2,0.2,1,0.5,0.9,0.3,0.7,1.6,1.1,0.4,1,0,0.2,0.8,0.1,0
Adama Traoré,161,Wolves,29," M(CLR),FW  ",8(21),896,1,0.6,9.3,72.2,0.5,0.2,0,6.59,1,1,0,0.7,0.8,1,2.2,0.9,0.2,1.6,1.3,0.6,0.2,0.5,0,0.2,0.2,0,0
Chicharito,29,West Ham,36, FW  ,14(11),1339,1,0.2,12.9,71.1,0,0.4,0.1,6.59,7,2,0,1.5,0.5,0,0.5,1.4,0.4,0.4,1.2,0.1,0,0.4,0,0.3,0.2,0,0
André Schürrle,170,Fulham,34," M(CLR),FW  ",21(3),1650,0,0.9,21.8,77.8,0.4,0.7,0,6.59,6,2,0,2.3,0.6,1,0.8,0.8,0.5,1.4,2.1,1.3,0.3,0.7,0,0.7,1.3,0,0
Christopher Schindler,166,Huddersfield,34, D(C)  ,37,3262,0,0.1,41.9,82.8,0,4,0,6.59,1,4,1,0.4,3.7,1,0,0.5,0,0.1,0.2,1.6,1.9,0.7,0.6,3.6,0.5,0.9,0
Terence Kongolo,166,Huddersfield,31, D(CL)  ,32,2722,1,0.3,35.9,78,0.1,2.2,0,6.58,1,4,0,0.4,1.7,0,0.3,0.8,0.1,0.1,0.5,2.3,2,0.6,0.4,3,0.6,0.5,1
Alex McCarthy,18,Southampton,35, GK  ,25,2250,0,0,23.4,45,0,5.6,0,6.58,0,1,0,0,0.6,1,0,0.1,0,0,0,0,0,0,0,0.9,0,0,0
Jack Cork,184,Burnley,35, DMC  ,37,3313,2,0.5,35.9,81.2,0.1,2.1,0.1,6.58,1,6,0,0.5,1.4,0,0.8,1,0.1,1,1.2,1.4,0.8,0.8,0,2.1,0.8,0.4,0
Sergio Rico,170,Fulham,31, GK  ,29,2610,0,0.1,27.4,53.8,0,9.2,0,6.57,0,1,0,0,0.5,2,0,0.2,0,0,0,0,0,0,0,1.2,0,0,0
Mohamed Diamé,23,Newcastle,37, M(CLR)  ,24(5),2166,0,0.1,25.3,77.2,0,1.3,0,6.57,0,3,0,0.7,1.2,0,0.6,0.7,0,1.3,1.1,2.7,1,1.2,0,1.2,1.3,0.3,0
Kiko Femenía,27,Watford,34," D(LR),M(R)  ",22(7),2046,1,0.4,31.9,83.1,0.5,1.1,0,6.55,1,1,0,0.2,0.4,0,0.4,0.5,0.1,0.4,0.7,1.7,1.2,0.4,0.2,2.2,0.9,0.2,0
Harry Winks,30,Tottenham,29, DMC  ,17(9),1592,0,0.3,53.4,91.8,0,2.2,0,6.55,1,4,0,0.3,0.5,1,0.7,0.6,0.1,0.8,0.6,0.8,0.8,0.6,0,0.7,1,0.1,0
Jean Seri,170,Fulham,33, M(C)  ,27(5),2252,2,1.8,49.8,87,1.2,3.1,0,6.55,1,6,0,0.6,0.4,0,0.5,0.7,0,0.8,1,1.3,1,1,0,0.4,1,0.3,0
Mattéo Guendouzi,13,Arsenal,25, M(C)  ,23(10),2144,0,0.5,48.4,87.7,0,2.4,0.2,6.55,0,9,0,0.5,0.5,0,0.7,1.9,0,0.9,0.9,1.3,0.9,0.7,0.1,0.7,0.9,0.2,0
Lee Peltier,188,Cardiff,38," D(CLR),DMC,M(R)  ",17(3),1543,0,0.1,17.1,60.2,0.2,1.1,0,6.54,0,4,0,0.1,1.5,0,0.2,0.3,0,0.2,0.4,2,0.9,0.8,0.2,2.7,0.6,0.6,0
Josh Murphy,188,Cardiff,30," AM(LR),FW  ",22(7),1826,2,0.6,10.6,60.4,0.5,0.4,0.1,6.54,3,2,0,1.6,0.4,1,1.3,1.9,0.3,1.3,1.5,0.9,0.4,0.5,0,0.3,0.7,0,0
Kasper Schmeichel,14,Leicester,38, GK  ,38,3420,0,0,29.4,65.5,0,9.2,0,6.54,0,3,0,0,0.3,0,0,0.1,0,0,0,0,0.1,0,0,0.8,0,0,0
Kenedy,23,Newcastle,29," D(L),M(LR)  ",14(11),1345,1,0.4,18.5,72.3,0.4,0.7,0,6.53,1,1,0,1.2,0.3,1,1.2,0.9,0.2,1.6,1.7,1.2,1.3,0.8,0,0.8,0.7,0,0
Jack Stephens,18,Southampton,31, D(CLR)  ,19(5),1699,0,0.2,32,75,0,2.4,0,6.52,1,4,0,0.3,2.3,1,0.2,0.3,0,0.2,0.4,1,1.5,0.5,0.3,3.9,0.5,0.5,0
Jonas Lössl,166,Huddersfield,36, GK  ,30(1),2777,1,0.1,32.5,61.2,0,10.5,0,6.52,0,1,0,0,0.5,1,0,0.1,0,0,0,0,0.1,0,0,1,0,0,0
David de Gea,32,Man Utd,34, GK  ,38,3420,0,0,24.9,60,0,7.9,0,6.52,0,1,0,0,0.1,1,0,0.1,0,0,0,0,0,0,0,0.6,0.1,0,0
Alex Pritchard,166,Huddersfield,31," AM(CLR),FW  ",26(4),2092,0,1.1,29.9,74.9,0.6,1,0,6.51,2,2,0,1.6,0.5,0,1,1.7,0.2,1.7,2.3,1.2,0.6,0.4,0,0.2,0.8,0.1,0
Theo Walcott,31,Everton,36," M(CLR),FW  ",24(13),2124,2,0.6,15.6,72.6,0.3,0.2,0,6.51,5,1,0,1.2,0.4,0,0.8,0.7,0.5,1,2.1,0.7,0.6,0.3,0,0.2,0.4,0,0
Demarai Gray,14,Leicester,28," AM(CLR),FW  ",23(11),1996,1,0.5,19.3,77.6,0.1,0.6,0,6.51,4,2,0,1.4,0.3,0,1.2,0.4,0.1,1.1,1.7,0.7,0.3,0.4,0,0.4,0.3,0,0
Stuart Armstrong,18,Southampton,33, AM(CLR)  ,16(13),1433,2,1,21.1,78.6,0.1,0.7,0,6.50,3,2,0,1.1,0.6,0,0.7,0.7,0.1,0.9,1.4,1,0.4,0.7,0,0.4,1.2,0,0
Shane Long,18,Southampton,38," AM(LR),FW  ",12(14),1271,1,0.5,11.7,64.6,0,0,0,6.50,5,3,0,1.2,2.8,1,0.2,0.9,0.5,0.8,2,0.6,0.3,1,0,0.7,0.5,0,0
DeAndre Yedlin,23,Newcastle,31," D(CR),M(R)  ",28(1),2475,2,1,25.2,71.6,0.6,0.9,0,6.50,1,6,1,0.4,1,0,0.3,0.4,0.1,0.3,1.2,1.9,1,1.4,0.2,2.4,0.8,0.3,1
Jordan Ayew,162,Crystal Palace,33," AM(CLR),FW  ",14(6),1187,2,0.8,13.3,77.7,0,0.3,0,6.50,1,3,0,1.4,1.6,1,0.6,1.3,0.5,1.6,2.4,1.9,0.4,1.6,0,0.3,0.7,0,0
Jordan Pickford,31,Everton,31, GK  ,38,3420,0,0,29.4,55.7,0,7.5,0,6.50,0,1,0,0,0.3,2,0,0.1,0,0,0.1,0,0,0,0,0.9,0,0,0
Juninho Bacuna,166,Huddersfield,27," D(R),M(CLR)  ",16(5),1416,0,0.9,34,75.4,0.4,2.8,0,6.49,1,4,0,0.9,0.8,0,1.2,1,0,0.8,1.9,2.2,1.1,1.6,0.1,0.5,1.5,0,0
Fernando Llorente,30,Tottenham,40, FW  ,6(14),685,4,0.7,11.2,66.4,0,0.2,0,6.49,1,2,0,1.2,2.7,0,0.3,0.3,0.3,0.6,1.4,0.2,0.1,0.6,0,0.5,0.1,0.1,1
Max Meyer,162,Crystal Palace,29," M(CLR),FW  ",15(14),1415,2,0.8,22.9,83.9,0.1,0.6,0,6.49,1,3,0,1.3,0.1,0,0.4,0.6,0,0.7,1,1.1,0.5,0.3,0,0.6,0.3,0,0
Luciano Vietto,170,Fulham,31," AM(CLR),FW  ",10(10),987,4,1.1,19.3,78.8,0.4,0.2,0.1,6.48,1,1,0,1.2,0.3,0,0.8,1,0,1.3,1.3,0.8,0.3,0.7,0,0.3,0.8,0,0
Ademola Lookman,31,Everton,27," AM(CLR),FW  ",3(18),602,2,0.5,12,84.6,0.2,0.1,0,6.47,0,0,0,0.6,0.3,0,1.1,1,0.1,1.2,0.9,0.7,0.3,0.4,0,0.1,0.1,0,0
Junior Hoilett,188,Cardiff,34," D(R),M(CLR),FW  ",23(9),2143,1,0.8,13.8,71.6,0.6,0.5,0,6.46,3,4,0,1.3,0.6,0,0.7,1.2,0.3,1.2,1.6,1.3,1,1.1,0,0.8,1.2,0,0
Rui Patrício,161,Wolves,37, GK  ,37,3330,0,0,20.5,53.6,0,6.9,0,6.45,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.4,0,0,0
Joe Ralls,188,Cardiff,31, M(CL)  ,22(6),1960,0,1.2,27.8,69.2,0.9,2.9,0,6.45,0,4,1,0.8,1.2,0,0.2,0.4,0,0.5,0.7,1.6,1,1,0,1,0.8,0.2,0
Conor Coady,161,Wolves,32," D(CR),DMC  ",38,3420,0,0.1,44.4,84.3,0,6.4,0,6.45,0,5,0,0,0.9,1,0.1,0.2,0,0.1,0.2,0.8,0.8,0.3,0.5,3.3,0.4,0.7,3
Charlie Daniels,183,Bournemouth,38," D(L),M(L)  ",17(4),1586,0,0.5,40,78.7,0.4,1.9,0,6.45,1,4,0,0.6,1.4,0,0.6,0.3,0,0.3,0.6,1.2,1,0.3,0.3,2,0.4,0.2,0
Pedro Obiang,29,West Ham,33, DMC  ,12(12),1121,1,0.3,22.3,80,0.1,2,0,6.44,0,0,0,0.6,0.7,0,0.3,0.5,0.1,0.2,0.5,1.7,0.5,0.5,0.1,0.6,1,0.4,0
Christian Atsu,23,Newcastle,33, AM(CLR)  ,15(13),1488,0,0.6,13.7,82.2,0.3,0.4,0,6.44,1,2,0,1,0.4,0,0.9,0.9,0.1,1.1,1.7,0.9,0.3,0.5,0,0.5,0.4,0.1,0
Cenk Tosun,31,Everton,33," AM(LR),FW  ",10(15),1050,3,0.5,10.3,70.5,0,0.3,0,6.44,3,3,0,1.5,1.5,0,0.1,0.6,0.3,0.8,1.6,0.5,0.2,0.7,0,0.1,0.4,0,0
Olivier Giroud,15,Chelsea,38, FW  ,7(20),834,4,0.7,9.7,68.2,0,0.2,0,6.43,2,1,0,1.2,1.4,0,0.1,0.2,0.2,0.2,0.8,0.1,0.1,0.4,0,0.2,0.1,0,0
Ryan Sessegnon,170,Fulham,24," D(L),M(LR)  ",26(9),2298,6,0.9,19.6,73.4,0.4,0.4,0.1,6.42,2,0,0,0.8,0.5,0,0.9,0.6,0.4,1.5,1.9,0.6,0.5,0.6,0.2,1.1,0.5,0.1,0
Mathew Ryan,211,Brighton,32, GK  ,34,3060,0,0,27.2,50.1,0,9.7,0,6.41,0,2,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0.6,0,0,0
Bobby De Cordova-Reid,188,Cardiff,32," D(R),M(CLR),FW  ",16(11),1423,2,0.6,11.5,71.4,0.1,0.2,0,6.41,5,0,0,1,0.4,1,0.6,1,0.4,1.1,1.5,0.6,0.1,0.2,0,0.4,0.2,0,0
Florent Hadërgjonaj,166,Huddersfield,30," D(LR),DMC,M(R)  ",19(5),1841,0,1,30.2,75.2,0.9,1.4,0,6.40,0,1,0,0.3,1,0,0.4,0.8,0.1,0.1,0.9,1.3,0.9,0.5,0.3,1.1,1,0.3,0
Junior Stanislas,183,Bournemouth,35, M(CLR)  ,11(12),1027,3,0.7,21.6,77.4,0.3,0.5,0.1,6.40,2,1,0,1.5,0.4,0,0.5,0.4,0.1,0.4,0.9,0.5,0.1,0.3,0,0.7,0.2,0,0
Harry Arter,188,Cardiff,35, M(C)  ,24(1),2009,1,0.4,26.3,80.7,0.2,1.7,0,6.39,0,10,0,0.9,0.2,0,0.1,0.6,0.1,0.1,0.8,2.5,0.8,1,0,0.8,1.2,0.2,0
Nampalys Mendy,14,Leicester,32, M(C)  ,23(8),2089,0,0.2,35.2,88.8,0.1,1.6,0,6.37,0,5,0,0.1,0.3,0,0.5,1.2,0,0.5,1,1.1,0.8,0.7,0,0.7,0.5,0.3,0
Hélder Costa,161,Wolves,31, AM(CLR)  ,16(9),1346,2,0.7,17.7,81.4,0.1,0.4,0,6.36,1,3,0,1,0.4,0,1,0.9,0.2,1.7,1.9,0.7,0.4,0.8,0,0.2,0.6,0,0
Andre Gray,27,Watford,33, FW  ,13(16),1362,2,0.5,8.1,65.7,0.1,0.1,0,6.35,7,2,0,1.2,0.6,0,0.3,0.3,0.5,0.7,1.9,0.1,0.1,0.4,0,0.1,0.2,0,0
Chris Löwe,166,Huddersfield,35," D(CL),M(L)  ",23(6),2057,2,0.7,29,75.1,1.1,2.1,0,6.35,0,2,0,0.6,0.9,0,0.3,0.4,0.1,0.4,0.6,1.2,0.8,0.5,0.1,1.8,0.7,0.1,0
Ivan Cavaleiro,161,Wolves,31," AM(CLR),FW  ",6(17),687,1,0.8,12.8,75.5,0.7,0.1,0,6.35,3,1,0,0.6,0.4,0,0.7,0.2,0.3,0.8,1.1,0.2,0.2,0.6,0,0.2,0.6,0,0
Erik Durm,166,Huddersfield,32," D(LR),M(LR)  ",21(7),2054,1,0.4,27.7,69,0.4,1.3,0,6.33,0,0,0,0.4,0.8,0,0.4,0.8,0,0.5,1.2,1.3,1.5,0.5,0.3,1.3,0.7,0.2,0
Isaac Success,27,Watford,29," AM(LR),FW  ",9(21),1039,1,0.7,11.6,71.3,0,0.3,0,6.32,1,4,0,1,1,0,0.5,1.6,0.4,0.8,1.5,0.5,0.1,0.8,0,0.4,0.1,0,0
Gaëtan Bong,211,Brighton,36, D(L)  ,19(3),1805,0,0.4,27.4,74.3,0.4,1.1,0,6.31,0,0,0,0.1,1.1,0,0.5,0.2,0,0.7,0.8,0.7,1.1,0.5,0.2,2,0.2,0.3,0
Tim Ream,170,Fulham,37," D(CL),DMC  ",25(1),2051,0,0.1,40.5,87.9,0,1.4,0,6.30,0,1,0,0,1.8,0,0.2,0.3,0,0.2,0.2,0.9,1,0.5,0.6,3,0.5,0.4,0
Jürgen Locadia,211,Brighton,31," AM(LR),FW  ",12(14),1230,0,0.5,12.7,72.8,0.2,0.7,0,6.27,2,1,0,1.1,0.9,0,0.2,0.4,0.4,0.6,1.6,0.6,0.3,0.8,0,0.3,0.2,0,0
Jeff Hendrick,184,Burnley,33, M(CR)  ,25(7),2071,0,0.4,20.6,75.3,0.1,0.7,0,6.27,3,4,0,0.6,0.5,1,0.4,0.4,0.3,0.9,1,0.8,0.4,0.5,0,0.8,0.7,0.2,0
Charlie Austin,18,Southampton,35, FW  ,11(14),981,2,0.4,7.9,58.6,0,0.2,0,6.27,2,1,0,1.3,1.7,0,0,0.7,0.4,0.7,1.2,0.5,0.1,0.6,0,0.5,0.2,0.1,0
Asmir Begovic,183,Bournemouth,37, GK  ,24,2160,0,0,22.1,60.8,0,5.7,0,6.25,0,0,0,0,0.5,0,0,0.1,0,0,0.1,0,0,0,0,0.8,0.1,0,0
Florin Andone,211,Brighton,31, FW  ,8(15),876,0,0.1,7.2,67.3,0.1,0.1,0,6.22,3,5,0,0.8,1.6,0,0.4,0.9,0.2,1.4,2.1,0.4,0.1,1.2,0,0.5,0.2,0,0
Kelechi Iheanacho,14,Leicester,28," AM(C),FW  ",9(21),931,3,0.4,9.2,76.4,0,0.2,0.1,6.22,1,2,0,0.6,0.5,0,0.3,0.2,0.3,0.7,1,0.2,0.1,0.5,0,0.1,0.1,0,0
Laurent Depoitre,166,Huddersfield,36, FW  ,10(13),1062,1,0.4,11.9,59.9,0,0.1,0,6.22,0,1,0,1.3,3.5,0,0.2,0.4,0.3,1.3,1.8,0.3,0.1,0.8,0,0.3,0.1,0,0
Morgan Gibbs-White,161,Wolves,25," AM(CLR),FW  ",5(21),651,1,0.4,12.2,83.9,0.2,0.8,0.1,6.20,0,1,0,0.3,0.5,0,0.5,0.2,0.1,0.6,0.9,0.2,0,0.3,0,0,0.1,0,0
Elias Kachunga,166,Huddersfield,32," AM(CLR),FW  ",13(7),1182,0,0.3,14.8,71.3,0.3,0.2,0,6.14,0,2,0,0.7,1.2,0,0.5,1.1,0.5,1,1.1,1.1,0.2,1.2,0,0.5,0.8,0.1,0
Isaac Mbenza,166,Huddersfield,29," M(CLR),FW  ",10(12),984,1,0.3,10.5,75.4,0.3,0.4,0,6.14,1,1,0,0.7,0.1,0,0.2,0.2,0.2,0.5,0.8,0.5,0.2,0.4,0,0.2,0.1,0,0
Lys Mousset,183,Bournemouth,29, FW  ,1(23),351,0,0.2,5,71.9,0,0,0,6.11,1,1,0,0.5,0.4,0,0.4,0.2,0.2,0.2,0.8,0.1,0,0.3,0,0.1,0.1,0,0
Shinji Okazaki,14,Leicester,38," AM(CLR),FW  ",1(20),271,1,0,4.5,74.5,0,0.1,0,6.10,0,0,0,0.2,0.4,0,0.1,0.2,0.1,0.3,0.9,0.2,0.1,0.3,0,0,0,0,0
