player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Paul Pogba,32,Man Utd,32, M(CL)  ,34(1),3012,9,1.6,59.1,82.8,0.1,4.7,0.2,7.31,13,6,0,3,1.7,7,1.7,2,0.1,2.5,2.1,1.3,0.5,1.5,0,1,0.7,0.3,0
Fernandinho,167,Man City,39," D(CR),M(C)  ",27(2),2382,3,0.8,70.7,87.5,0,2.7,0.2,7.31,1,5,0,1,2.6,2,0.7,0.9,0.1,0.4,0.9,2,1.4,1.4,0.1,2.4,0.7,0.1,0
Fabian Schär,23,Newcastle,33, D(C)  ,22(2),2004,1,0.5,41.4,68.1,0.1,5.6,0,7.30,4,12,0,1,2.7,6,0.6,0.8,0,0.4,0.5,2.5,2.8,1.2,0.4,5.7,1.1,0.7,0
Aaron Wan-Bissaka,162,Crystal Palace,27," D(LR),M(R)  ",35,3135,3,0.4,33.3,73,0.3,1,0,7.27,0,4,1,0.3,1.2,3,1.7,0.5,0.1,1.1,1.2,3.7,2.4,0.7,0.3,3.7,0.3,0.5,0
David Silva,167,Man City,39," M(CLR),FW  ",28(5),2412,8,2.2,61.1,87.8,0.5,1.2,0.2,7.26,6,3,0,1.5,0.6,1,0.9,0.8,0.2,0.9,0.8,0.9,0.7,0.8,0,0.4,0.6,0,0
Bernardo Silva,167,Man City,30," M(CLR),FW  ",31(5),2853,7,2,47.4,86.1,0.3,2,0.1,7.26,7,3,0,1.7,0.3,4,1.4,0.7,0.1,1,1.2,1.4,0.7,0.9,0,0.7,1.4,0.1,0
Leroy Sané,167,Man City,29," M(CLR),FW  ",21(10),1867,10,1.3,27.3,84.4,0.5,0.1,0.1,7.26,10,1,0,1.8,0.3,1,1.8,0.5,0.6,1.4,2.3,0.8,0.3,0.3,0,0.1,0.7,0.1,0
Felipe Anderson,29,West Ham,31," M(CLR),FW  ",36,3054,4,1.8,46.3,76,0.9,2.4,0.3,7.23,9,3,0,1.6,0.3,6,2.1,1.4,0.1,1.5,2.7,2.5,1.1,0.8,0,0.3,1.9,0,0
Wilfred Ndidi,14,Leicester,28," D(C),M(C)  ",37(1),3299,0,0.6,52.2,79.9,0,2.4,0.1,7.21,2,8,0,1.4,3.4,3,0.9,0.6,0.1,0.9,1.5,3.8,2.2,1.2,0.1,2.1,1.3,0.2,0
Wilfried Zaha,162,Crystal Palace,32," AM(LR),FW  ",34,3041,5,1.6,29.6,77.3,0.3,0.7,0.1,7.21,10,8,1,2.1,0.3,6,3.4,3,0.5,4.2,3.6,1.1,0.3,1.3,0,0,0.6,0,0
James Maddison,14,Leicester,28, AM(CLR)  ,35(1),2850,7,2.8,39,83.8,1.9,2.2,0.3,7.20,7,3,1,2.3,0.3,3,1.4,2.2,0.1,1.1,1.3,1.3,0.3,0.7,0,0.1,1.2,0.1,0
Roberto Firmino,26,Liverpool,33," M(CLR),FW  ",31(3),2620,6,1.3,37.6,80.8,0.1,0.5,0.1,7.20,12,0,0,2.2,0.9,4,1.4,0.3,0.2,1.8,2.3,0.9,0.2,1.1,0,0.4,0.8,0,0
Luka Milivojevic,162,Crystal Palace,33, DMC  ,38,3420,2,1.6,52.3,80,1.4,3.4,0,7.19,12,10,0,1.5,1.4,2,0.3,1,0,0.5,0.7,2.4,1.9,1.6,0,1.7,1.4,0.4,0
Marcos Alonso,15,Chelsea,34," D(CL),M(L)  ",31,2761,4,1.1,60.7,85,0.3,1.4,0,7.18,2,6,0,1.5,2.1,2,0.5,1.2,0.1,0.9,1,2.4,1.3,0.9,0.2,2.8,0.8,0.1,0
Alexandre Lacazette,13,Arsenal,33," M(CLR),FW  ",27(8),2507,8,0.9,22,74.2,0.1,0.5,0.1,7.17,13,2,0,2.3,1.3,4,1.3,1.5,0.7,1.7,2,1,0.4,1.5,0,0.8,0.7,0,0
Gylfi Sigurdsson,31,Everton,35," M(CLR),FW  ",36(2),3134,6,1.9,26.1,76.2,1.3,0.7,0.3,7.16,13,3,0,2.3,0.5,6,1,1,0.1,0.8,2.1,1.5,0.7,0.9,0,0.6,0.8,0.1,0
Sol Bamba,188,Cardiff,40," D(C),DMC  ",28,2477,1,0.1,19.6,69.1,0,1.6,0,7.15,4,7,0,0.8,3.4,3,0.5,0.4,0.1,0.4,0.7,2.6,2.9,1.3,0.2,6.3,0.9,1.1,0
Idrissa Gueye,31,Everton,35, M(C)  ,32(1),2826,2,0.5,52.8,84.3,0.1,3.2,0.1,7.14,0,6,0,0.6,1,2,0.7,1.2,0,0.9,1,4.3,2.2,1.6,0,1.3,1.2,0.2,0
Michael Keane,31,Everton,32, D(CR)  ,33,2970,2,0.3,48.3,80.8,0,3.1,0,7.13,1,2,0,0.9,5.8,2,0.2,0.2,0,0.1,0.3,1.2,1.3,0.7,0.8,5.5,0.4,0.7,0
Étienne Capoue,27,Watford,36," D(C),M(CL)  ",33,2947,3,0.3,53,84.4,0,3.5,0.1,7.13,1,14,1,0.5,2,2,1,1.8,0,0.6,0.5,2.8,2.6,1.4,0.1,2.8,1.6,0.4,0
Matt Doherty,161,Wolves,33," D(CLR),M(LR)  ",35(3),3147,5,1,36.8,71.6,0.4,1.4,0.1,7.12,4,5,0,1.2,3.8,2,0.5,0.6,0.1,0.6,1.2,1.8,1.6,0.8,0.1,2.2,0.6,0.2,1
Willy-Arnaud Boly,161,Wolves,34, D(C)  ,36,3169,0,0.3,47.6,81,0,2.4,0,7.12,4,2,1,0.7,3.8,2,0.4,0.4,0.1,0.4,0.3,2.4,2,0.8,0.1,4.8,0.6,0.9,0
Andy Robertson,26,Liverpool,31," D(L),M(L)  ",36,3219,11,1.4,66.6,83.2,0.6,2.2,0,7.12,0,4,0,0.4,0.7,1,0.8,0.4,0,0.6,0.9,2.2,0.8,0.5,0.5,1.3,0.9,0.2,0
James Tarkowski,184,Burnley,32, D(C)  ,35,3087,1,0.2,32.4,69.5,0,3.1,0,7.11,3,8,0,0.6,4.8,3,0.2,0.9,0.1,0.3,0.7,2,1.2,1,0.3,6.7,0.6,1.6,0
Shane Duffy,211,Brighton,33, D(C)  ,35,3088,1,0.2,37.3,75.2,0,3.1,0,7.11,5,4,1,1.1,5.3,6,0.1,0.3,0.1,0.1,0.5,1,1,0.6,0.1,6.9,0.3,1.3,0
Troy Deeney,27,Watford,36, FW  ,28(4),2548,5,1.3,25.8,60.7,0.1,0.4,0.1,7.11,9,4,1,2,6.5,4,0.2,1.1,0.4,1.1,1.9,0.8,0.2,1.3,0,0.9,0.8,0.1,0
Joël Matip,26,Liverpool,33, D(C)  ,17(5),1535,0,0.1,61,86.9,0,2.1,0,7.11,1,3,0,0.4,3,2,0.3,0.8,0,0,0.3,1.8,1.5,0.5,0.8,3.5,0.5,0.3,0
Kieran Trippier,30,Tottenham,34," D(LR),M(R)  ",26(1),2278,3,1.8,57.1,78.9,2,2.6,0.1,7.10,1,2,0,0.3,1.1,1,0.3,0.9,0.2,0.5,0.7,2.5,0.9,0.7,0.6,2.3,0.9,0.2,1
Pierre-Emerick Aubameyang,13,Arsenal,35," M(CLR),FW  ",30(6),2733,5,0.9,19.2,74,0.3,0.3,0,7.10,22,0,0,2.6,0.9,4,0.8,0.6,0.6,0.9,1.7,0.6,0.2,0.4,0,0.5,0.6,0,0
Son Heung-Min,30,Tottenham,32," M(CLR),FW  ",23(8),2049,6,1.1,24.3,85.6,0.2,0.4,0.1,7.10,12,2,1,2.4,0.1,4,1.5,0.6,0.7,1.4,1.9,0.7,0.3,0.4,0,0.1,0.8,0.1,0
Ilkay Gündogan,167,Man City,34, M(C)  ,23(8),2136,3,1.4,64.4,90.8,0.9,2.4,0.1,7.10,6,3,0,1.4,0.8,2,0.6,0.7,0,0.5,0.9,0.6,0.9,0.4,0,0.6,0.8,0.1,0
Ryan Fraser,183,Bournemouth,31," M(CLR),FW  ",35(3),3173,14,2.4,31.4,76.9,2,0.7,0.1,7.08,7,2,0,1.3,0.3,5,0.6,1.8,0.3,0.7,1.4,0.5,0.6,0.2,0,0.5,0.6,0.2,0
Christian Eriksen,30,Tottenham,33," M(CLR),FW  ",30(5),2772,12,2.1,53.5,81,0.9,2.3,0.3,7.08,8,3,0,2.4,0.4,2,0.5,0.5,0.1,0.8,1.7,1.2,0.4,0.5,0,0.2,1.2,0.1,0
David Luiz,15,Chelsea,37," D(C),DMC  ",36,3239,2,0.6,72.8,88,0,6,0.3,7.08,3,3,0,0.9,2.3,0,0.3,0.8,0,0.1,0.4,1.1,1,0.9,0.7,4,0.2,0.5,0
Philip Billing,166,Huddersfield,28," M(C),FW  ",25(2),2192,0,0.8,39.8,78.6,0.3,2.9,0,7.08,2,7,0,1.6,3.3,3,0.7,1.1,0.1,1,2,2.7,2,1.4,0.2,1.5,0.9,0.6,0
Raúl Jiménez,161,Wolves,33, FW  ,36(2),3125,7,1.1,27.9,72.8,0.2,0.9,0.1,7.07,13,4,0,2.9,2.1,4,0.9,1,0.9,1.8,2.5,0.8,0.7,1.1,0,1,0.4,0.1,0
Jannik Vestergaard,18,Southampton,32, D(C)  ,23,2030,0,0.2,36.7,76.9,0,2.3,0.1,7.07,0,2,0,0.6,3.7,0,0.4,0.6,0,0.2,0.4,2.3,1.5,0.7,0.9,7.4,0.7,0.9,0
João Moutinho,161,Wolves,38, M(C)  ,35(3),3040,8,2.2,49,84.8,1.7,3.3,0,7.06,1,4,0,0.5,0.6,1,0.3,1,0,0.7,0.4,3,1.1,1.4,0,1.1,2.2,0.3,0
Willian,15,Chelsea,36, AM(CLR)  ,26(6),2109,6,2.5,38.4,85.7,1.2,1.2,0.1,7.06,3,2,0,1.9,0.3,2,1.2,1,0.3,1.2,1.6,1.1,0.4,0.4,0,0.3,0.5,0,0
Shkodran Mustafi,13,Arsenal,32, D(CR)  ,31,2617,0,0.2,56.9,81.9,0,3.2,0.1,7.05,2,9,0,0.6,4,2,0.3,0.3,0.1,0.2,0.4,2,1.9,1.4,0.7,5.2,0.3,0.5,0
Aymeric Laporte,167,Man City,30, D(CL)  ,34(1),3057,3,0.4,85.6,92.3,0,4.9,0,7.05,3,3,0,0.7,2.2,1,0.1,0.5,0.1,0.1,0.3,1.2,1.1,0.6,0.4,2.7,0.3,0.3,0
Salomón Rondón,23,Newcastle,35, FW  ,30(2),2609,7,1,23,69.9,0.1,0.3,0.1,7.05,11,1,0,2.8,4.6,1,0.6,0.8,0.6,2.4,3.1,0.3,0.2,0.7,0,1.2,0.6,0.1,0
Ben Chilwell,14,Leicester,28," D(L),M(L)  ",36,3240,4,1.3,46.8,72.3,0.6,1.2,0,7.04,0,4,0,0.6,3.1,4,1.4,1.2,0.1,1.3,2,1.5,1.1,0.9,0.3,3.6,0.9,0.2,0
Jan Bednarek,18,Southampton,28, D(C)  ,24(1),2151,1,0.4,32.8,70.5,0,1.7,0.1,7.04,0,7,0,0.2,3.2,3,0,0.2,0,0.2,0.2,1.6,2.8,0.9,0.8,6.7,0.6,1.1,0
Dwight McNeil,184,Burnley,25, M(CLR)  ,19(2),1599,5,1.2,21.6,75.7,1.6,0.9,0,7.03,3,2,0,1.3,1,2,1.5,0.5,0,1.1,1.5,1.7,0.6,0.7,0,1.5,1.5,0.1,0
Granit Xhaka,13,Arsenal,32," D(L),M(C)  ",29,2502,2,1.4,77.4,85.3,1.1,5.5,0.1,7.03,4,10,0,1,1.8,4,0.2,1.8,0,0.6,0.6,1.8,1.2,1.6,0.2,1.9,1.2,0.3,0
Aleksandar Mitrovic,170,Fulham,30, FW  ,37,3282,3,0.8,27.7,72,0,0.4,0.1,7.03,11,7,0,3.5,6.5,4,0.6,1.6,0.9,2.6,3,0.5,0.2,1.6,0,1.4,0.3,0.2,0
Lukasz Fabianski,29,West Ham,39, GK  ,38,3420,0,0.1,28.2,49.7,0,8.5,0,7.02,0,0,0,0,0.3,1,0.1,0.2,0,0,0,0,0,0,0,0.7,0.1,0,0
César Azpilicueta,15,Chelsea,35," D(CLR),M(R)  ",38,3403,5,0.7,65.3,87,0.6,1.3,0.1,7.01,1,4,0,0.4,1.8,1,0.3,0.4,0.1,0.2,0.9,2.8,1.1,1,0.4,2,0.8,0.4,0
Harry Maguire,14,Leicester,32, D(C)  ,31,2599,0,0.4,56.4,85.6,0,6.2,0,7.01,3,6,1,1,3.8,2,0.5,0.5,0.1,0.2,0.7,1,1.2,0.6,0.8,4.9,0.2,0.6,0
José Holebas,27,Watford,40," D(CL),M(L)  ",27(1),2394,6,1.4,29.8,68.5,1.5,1.6,0,7.00,3,12,1,0.6,2.2,0,0.8,0.5,0.1,0.9,1,2.4,0.8,1.2,0.4,2.9,0.9,0.3,0
Callum Wilson,183,Bournemouth,33, FW  ,29(1),2535,9,1,14.7,67.1,0.2,0.1,0,6.99,14,3,0,2.2,1.5,4,0.6,1.1,0.6,1.5,3.2,0.3,0.1,1.4,0,0.5,0.3,0.1,0
Fabián Balbuena,29,West Ham,33, D(C)  ,23,2014,0,0.1,36.2,79.4,0,2.2,0,6.98,1,2,0,0.8,3,1,0,0.2,0,0.1,0.2,1.7,2.3,0.8,0.6,7.5,1.1,0.6,0
Andros Townsend,162,Crystal Palace,33," AM(CLR),FW  ",34(4),3018,4,1.6,27,78.8,1,0.8,0,6.98,6,1,0,1.7,0.1,2,1.5,1.5,0.2,2,2.1,1.6,1,0.3,0,0.4,1.4,0.1,0
Pedro,15,Chelsea,37," M(CLR),FW  ",21(10),1781,2,0.9,34.4,86.5,0.3,1.2,0.1,6.97,8,2,0,1.8,0.3,5,1.4,0.8,0.3,1.1,1,0.9,0.6,0.5,0,0.3,0.8,0.1,0
Nacho Monreal,13,Arsenal,39," D(CL),M(L)  ",21(1),1861,3,0.5,53.1,87.6,0.2,1.4,0,6.97,1,5,0,0.3,1.6,0,0.3,1,0,0.1,0.5,1.6,1.4,0.8,0.5,2.5,0.5,0.5,0
Jefferson Lerma,183,Bournemouth,30," D(CR),DMC  ",29(1),2511,0,0.5,52,83.2,0.1,2.3,0.1,6.97,2,12,0,1,2.5,0,0.7,1.7,0.1,0.7,0.8,1.5,1.8,1.4,0,2.8,1.3,0.6,1
Steve Cook,183,Bournemouth,33, D(C)  ,31,2787,1,0.4,48.4,79.3,0.1,3.4,0,6.96,1,3,0,0.7,4.1,1,0.2,0.9,0,0,0.2,1.2,1.6,0.6,0.7,6.4,0.2,0.7,1
Sean Morrison,188,Cardiff,34, D(C)  ,34,3040,3,0.6,21.7,62.8,0,1.1,0,6.96,1,6,0,1,6.6,1,0.2,0.6,0.3,0.3,0.4,1,1.5,0.9,0.3,5.9,0.4,0.9,0
Kyle Walker,167,Man City,34," D(CR),M(R)  ",30(3),2777,1,0.7,72.4,90.1,0.1,3.5,0,6.96,1,3,0,0.6,1.4,0,0.5,0.4,0.1,0.4,0.8,1.2,1.1,0.5,0.2,1.5,0.4,0.2,0
