player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Harry Wilson,170,Fulham,28, AM(CLR)  ,16(19),1616,6,0.6,16.6,79.2,0.3,0.8,0.1,6.52,4,6,0,1.1,0.1,2,0.4,1.1,0.1,0.3,0.9,0.6,0.3,0.6,0,0.3,0.5,0.1,0
Tom Cairney,170,Fulham,34, M(CR)  ,14(20),1480,4,0.8,36.5,90.3,0.1,1.2,0,6.52,1,3,0,0.5,0.4,0,0.8,0.7,0,0.7,0.9,0.7,0.4,0.5,0,0.2,0.4,0.1,1
Nathaniel Clyne,162,Crystal Palace,33," D(CLR),M(R)  ",14(5),1339,0,0.2,28.1,84.2,0.1,1.4,0,6.52,0,0,0,0.2,0.7,0,0.4,0.2,0,0,0.7,1.3,0.5,0.3,0.2,1.5,0.4,0.3,0
Kurt Zouma,29,West Ham,30, D(CR)  ,32(1),2841,0,0.1,34.6,83.9,0,2.1,0,6.52,3,3,0,0.5,1.8,1,0.1,0.2,0,0.1,0.4,0.7,0.9,0.7,0.5,4.8,0.2,0.8,0
Igor Julio,211,Brighton,27," D(CL),M(L)  ",17(7),1638,0,0.3,59,93.6,0,1,0,6.52,0,4,0,0.2,1.1,0,0.7,0.2,0,0.3,0.4,1,0.6,0.9,0.3,1.9,0.5,0.4,0
Adam Smith,183,Bournemouth,33," D(LR),M(LR)  ",25(3),2158,2,0.6,27.4,77.1,0.6,0.8,0.1,6.51,0,6,0,0.1,0.7,0,0.1,0.8,0,0.3,0.5,1.3,0.8,1.1,0.3,1.8,0.7,0.4,0
Emerson Royal,30,Tottenham,26," D(CLR),M(R)  ",11(11),1155,0,0.1,43.1,91.2,0.1,0.9,0,6.51,1,4,0,0.3,0.7,1,0.5,1.7,0,0.5,0.7,1.6,0.9,0.6,0.4,2,1,0.5,0
Joël Veltman,211,Brighton,33," D(CR),M(R)  ",17(10),1583,1,0.1,30,84.9,0,1.1,0,6.51,1,4,0,0.2,1.1,0,0,1.6,0,0.3,0.8,2,0.7,0.6,0.1,1.9,0.7,0.3,0
Zeki Amdouni,184,Burnley,24," AM(CR),FW  ",27(7),1972,1,0.5,14.4,80.9,0,0.5,0.1,6.51,5,2,0,1.4,0.5,1,0.9,1.1,0.1,0.9,2,0.8,0.3,0.6,0.1,0.3,0.5,0.3,0
Thomas Kaminski,95,Luton,32, GK  ,38,3406,0,0,34.5,55,0,8.2,0,6.51,0,3,0,0,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0,0.6,0.1,0,0
Harry Toffolo,174,Nottingham Forest,29," D(L),M(L)  ",15(8),1456,3,0.8,19.4,76.2,0.7,0.7,0,6.50,1,3,0,0.3,1.1,0,0,0.1,0,0.2,0.3,1.1,0.6,0.7,0,1.9,0.4,0.6,0
Tino Livramento,23,Newcastle,22, D(LR)  ,12(14),1306,0,0.5,26,86.8,0.2,0.5,0,6.50,1,1,0,0.2,0.5,0,0.7,1.1,0,0.7,0.7,0.9,1,0.1,0.1,1.4,0.4,0.3,0
Amari'i Bell,95,Luton,30," D(CL),M(L)  ",21,1722,0,0.4,37.6,79.6,0,1.4,0,6.50,0,0,0,0.1,1,0,0.5,0.8,0,0.2,0.9,2.4,1.2,1,0.3,2.6,0.6,0.7,0
Ryan Yates,174,Nottingham Forest,27, M(C)  ,21(14),1986,1,0.2,23.4,80.2,0,0.8,0,6.50,1,6,0,0.9,1.2,1,0.1,1.6,0.1,0.3,0.7,1.9,0.6,1.5,0,1.1,0.5,0.4,0
Victor Lindelöf,32,Man Utd,30, D(CLR)  ,14(5),1333,1,0.4,46.1,89.5,0,1.4,0.1,6.50,1,2,0,0.3,0.9,1,0.1,0.1,0.2,0.2,0.3,0.8,0.6,0.8,0.2,2,0.4,0.5,0
Ryan Gravenberch,26,Liverpool,22, DMC  ,12(14),1122,0,0.6,19,83.4,0,0.2,0.1,6.49,1,0,0,0.9,0.4,0,0.9,0.6,0,0.5,1.8,1,0.5,0.8,0,0.4,0.7,0.1,0
Jóhann Gudmundsson,184,Burnley,34, M(CLR)  ,12(14),1194,3,1.3,17.9,78.3,1,1.1,0.1,6.49,1,2,0,0.6,0.5,0,0.2,0.8,0.1,0.6,0.8,0.5,0.6,0.3,0,0.6,0.3,0,0
Giovani Lo Celso,30,Tottenham,28," M(CR),FW  ",4(18),498,2,0.8,22,91.5,0.2,0.8,0.1,6.49,2,2,0,0.6,0,1,0.4,1.2,0,0.3,0.5,1,0.2,0.5,0,0.1,0.2,0,0
Evan Ferguson,211,Brighton,20, FW  ,15(12),1366,0,0.2,11.1,81.3,0,0.1,0,6.49,6,1,0,1.2,0.5,1,0.3,0.9,0.2,1.1,1.5,0.5,0.1,0.9,0,0.3,0.3,0.1,0
Neal Maupay,189,Brentford,28," AM(C),FW  ",13(16),1317,3,0.5,12.8,72.8,0.1,0.5,0.1,6.48,6,8,0,1.3,0.5,2,0.3,0.9,0.1,0.8,1,0.3,0.1,0.7,0,0.1,0.3,0,0
Jeffrey Schlupp,162,Crystal Palace,32," D(L),M(CLR)  ",17(12),1357,2,0.7,11.1,75.9,0.1,0.2,0,6.48,2,1,0,0.7,0.8,1,0.6,0.5,0,0.8,1.4,1.3,0.3,0.8,0,0.6,0.3,0.1,0
Facundo Buonanotte,211,Brighton,20, AM(CR)  ,17(10),1370,1,0.7,17.4,85.3,0,0.2,0,6.47,3,7,0,0.8,0.2,0,0.7,1.5,0.1,1.2,1.6,1.6,0.3,1.3,0,0.2,1.1,0.1,0
Keane Lewis-Potter,189,Brentford,24," D(L),M(CLR),FW  ",15(15),1442,1,0.4,11.9,77.4,0.2,0.3,0,6.47,3,0,0,1.4,0.5,0,0.7,0.6,0.1,0.6,1,0.6,0.2,0.3,0.1,0.7,0.3,0.1,0
Philip Billing,183,Bournemouth,28," M(C),FW  ",13(16),1393,2,0.8,17.3,78.4,0.2,0.6,0,6.47,2,3,1,1,1.2,0,0.4,0.4,0,0.6,0.9,1.1,0.7,0.7,0,0.9,0.6,0.2,0
Curtis Jones,26,Liverpool,24, M(CL)  ,14(9),1168,1,0.5,32.6,91.5,0,0.5,0,6.47,1,3,1,0.8,0.3,0,0.7,0.6,0.2,1.4,0.7,1.2,0.3,0.7,0,0.3,0.6,0,0
Charlie Taylor,184,Burnley,31," D(CL),M(L)  ",25(3),2332,1,0.5,37.2,78.9,0.5,1.8,0,6.47,1,8,0,0.4,1.5,0,0.3,0.6,0.1,0.4,0.6,1.3,0.7,0.7,0.3,2.4,0.6,0.4,0
Jayden Bogle,163,Sheff Utd,24," D(R),M(R)  ",32(2),2795,0,0.3,22.7,69.7,0.3,1,0,6.47,3,9,0,0.9,1.5,0,0.7,0.6,0.1,0.8,1.5,1.9,0.9,1.1,0.2,2.5,1,0.3,1
Alex Scott,183,Bournemouth,21, M(CR)  ,11(12),1013,1,1,18.8,81,0.3,0.7,0,6.46,1,3,0,0.7,0.7,1,0.6,1.1,0,0.5,0.7,1,0.5,0.9,0,0.7,0.7,0.2,0
Calvin Bassey,170,Fulham,25, D(CL)  ,25(4),2302,0,0,57.5,86.2,0,2.9,0,6.46,1,4,1,0.2,1,0,0.4,0.4,0.1,0.3,0.4,1.7,1,0.5,0.4,2.8,0.3,0.4,0
Álex Moreno,24,Aston Villa,31," D(L),M(L)  ",11(10),1031,0,0.5,19.4,83.3,0.2,0.6,0,6.46,2,2,0,0.4,0.2,0,0.7,0.8,0.1,0.3,0.7,0.9,0.6,0.5,0.3,1.6,0.3,0.1,1
Orel Mangala,174,Nottingham Forest,27, M(C)  ,19(1),1571,0,0.3,32.1,88.6,0.1,1.2,0,6.45,1,6,0,0.5,0.5,0,0.7,1.1,0,0.9,0.9,1.4,1.3,1.2,0,1.4,0.8,0.3,0
Wes Foderingham,163,Sheff Utd,34, GK  ,29(1),2648,0,0,31.5,52.6,0,7.6,0,6.45,0,2,0,0,0.2,1,0.1,0.4,0,0,0,0.2,0,0,0,1,0,0,1
Jacob Brown,95,Luton,26," M(CLR),FW  ",12(7),1020,0,0.4,12.1,56.3,0.2,0.2,0,6.45,2,4,0,1.4,2.3,1,0.3,1,0.3,1.3,1.3,1,0.4,1,0.1,0.9,0.6,0.1,0
Jacob Bruun Larsen,184,Burnley,26," AM(CLR),FW  ",16(16),1252,0,0.8,14.3,76.8,0.7,0.4,0,6.45,6,1,0,1.4,0.4,0,0.6,0.2,0.3,0.3,0.9,0.3,0.2,0.4,0,0.7,0.4,0.1,0
Joel Ward,162,Crystal Palace,35," D(CLR),DMC,M(R)  ",23(3),1982,1,0.1,30.9,75.7,0.1,1.5,0,6.45,0,4,0,0.4,1.8,0,0.3,0.2,0,0.1,0.5,1.7,0.5,0.8,0.1,3.2,0.7,0.4,1
Sam Johnstone,162,Crystal Palace,32, GK  ,20,1797,0,0,26.6,52.9,0,6.9,0,6.44,0,1,0,0,0.1,2,0,0,0,0,0,0.1,0.1,0.1,0,0.7,0,0,0
Mads Roerslev,189,Brentford,25," D(R),M(R)  ",22(12),1985,2,0.4,17.8,68.9,0.7,0.6,0,6.44,1,1,0,0.2,0.4,1,0.3,0.4,0.1,0.4,0.7,1.4,0.6,0.3,0.1,1.8,0.8,0.1,0
Frank Onyeka,189,Brentford,27, DMC  ,11(15),1157,2,0.5,14.4,77.6,0.2,0.5,0,6.43,1,8,0,0.8,0.4,0,0.4,1.2,0.2,0.5,1.3,1.4,0.9,0.9,0,0.7,0.5,0.3,0
Milos Kerkez,183,Bournemouth,21," D(L),M(L)  ",22(6),1976,1,0.4,22.4,77.2,0.4,0.8,0,6.42,0,4,1,0.6,0.6,0,0.4,0.8,0,0.4,1,1.7,0.7,0.9,0.1,2,0.4,0.4,1
Cameron Archer,163,Sheff Utd,23, FW  ,21(8),1836,1,0.8,11.3,80.7,0.1,0.1,0,6.42,4,1,0,1.4,0.2,0,1,0.7,0.4,1.6,2.1,0.6,0,0.5,0,0.3,0.3,0.1,0
Nayef Aguerd,29,West Ham,29, D(C)  ,21,1859,0,0.2,55.4,80.5,0,5,0,6.42,1,1,1,0.7,2.3,0,0.1,0.3,0,0.1,0.5,1.2,0.8,0.5,0.3,3.8,0.3,1.1,0
Bobby De Cordova-Reid,170,Fulham,32," D(R),M(CLR),FW  ",17(16),1428,2,0.5,13.4,79,0.2,0.3,0,6.41,6,4,0,1,0.4,0,0.2,0.8,0.1,0.3,1,0.7,0.2,0.5,0,0.4,0.4,0.1,0
Mikkel Damsgaard,189,Brentford,24, AM(CL)  ,7(16),834,2,0.4,17.1,73.6,0.1,1,0,6.41,0,2,0,0.4,0.5,0,0.4,0.3,0.1,0.3,0.8,1.3,0.5,0.6,0,0.4,1.1,0,0
Jorginho,13,Arsenal,33, DMC  ,10(14),920,2,0.4,32.2,90.2,0,1.6,0.2,6.41,0,1,0,0.2,0.3,0,0.1,0.6,0,0.2,0.2,1,0.5,0.4,0,0.3,0.5,0,0
Nathan Patterson,31,Everton,23," D(R),M(R)  ",9(11),1000,2,0.4,20.4,73,0.4,1.4,0.1,6.41,0,4,0,0.2,0.4,0,0.4,0.3,0.1,0.3,1,1.7,0.5,0.9,0.1,1.4,1.2,0.2,0
Ashley Young,31,Everton,39," D(LR),M(LR)  ",27(4),2291,0,0.7,25,72.4,0.8,1.5,0,6.40,0,5,1,0.4,0.6,0,0.4,0.8,0,0.4,0.5,1.7,0.7,1.1,0.1,1.5,0.8,0.2,1
Lloyd Kelly,183,Bournemouth,26, D(CL)  ,17(6),1558,1,0.4,33.6,77.6,0.2,2.4,0,6.40,0,2,0,0.2,1.2,0,0.1,0.6,0,0.3,0.9,1,0.6,0.7,0.2,2.6,0.5,0.5,0
Billy Gilmour,211,Brighton,23, DMC  ,24(6),2126,1,0.7,68.8,92.2,0.4,2.1,0.1,6.39,0,8,1,0.8,0.4,0,0.3,1,0,0.3,0.9,0.9,0.4,0.7,0,0.5,0.8,0.3,0
Rodrigo Bentancur,30,Tottenham,27, M(C)  ,13(10),1010,1,0.3,34.2,85.5,0,0.9,0.1,6.39,1,7,0,0.8,0.6,0,0.5,0.7,0,0.8,0.7,1,0.7,0.9,0,0.7,0.6,0.2,0
James McAtee,163,Sheff Utd,22, AM(CR)  ,20(10),1826,3,0.9,16.3,72,0.3,0.2,0.1,6.38,3,2,0,0.9,0.4,0,1.1,1,0,1.3,1.6,1.1,0.4,0.5,0,0.5,0.7,0,0
Matt Doherty,161,Wolves,33," D(CLR),M(LR)  ",9(21),1144,0,0.4,18.8,79.3,0,1,0,6.38,1,2,0,0.3,1.3,0,0.2,0.4,0.2,0.2,0.6,1,0.2,0.4,0,1.2,0.4,0.2,0
Diego Carlos,24,Aston Villa,32, D(C)  ,20(7),1812,0,0.1,49.6,88.4,0,2.4,0,6.36,0,4,0,0.4,0.8,0,0.1,0.1,0,0.1,0.3,1,0.5,1,1.3,2.9,0.3,0.7,0
Christian Eriksen,32,Man Utd,33," M(CLR),FW  ",12(10),1141,2,1.2,34.3,84.1,0.5,1.5,0.1,6.36,1,1,0,0.6,0.1,0,0.1,0.1,0,0.6,0.4,0.8,0.2,0.3,0,0.5,1,0.3,0
Moussa Niakhaté,174,Nottingham Forest,29, D(CL)  ,15(6),1459,0,0.1,32.8,85.5,0,1.5,0,6.36,1,3,1,0.2,0.8,0,0.1,0.2,0,0.1,0.2,2,0.7,0.5,0.1,2.3,0.2,0.6,0
Jordan Clark,95,Luton,31, M(CLR)  ,14(9),1307,1,0.5,21,74.1,0.3,1.1,0,6.36,1,4,0,0.7,0.8,1,0.5,1.1,0.2,0.9,1.1,1.3,0.5,0.6,0,0.6,1.2,0.1,0
Jack Robinson,163,Sheff Utd,31," D(CL),M(L)  ",31(3),2886,1,0.4,31.3,77.3,0.1,2.1,0,6.36,1,10,0,0.4,2.1,0,0.1,0.5,0,0.1,0.5,1.3,1,0.6,0.4,3.7,0.4,1,2
Sasa Lukic,170,Fulham,28, M(C)  ,13(11),1120,0,0.5,20.4,87.5,0,0.5,0.1,6.36,1,3,0,0.5,0.5,0,0.2,0.4,0,0.4,0.5,1.4,0.7,1.1,0,0.8,0.9,0.2,0
Tahith Chong,95,Luton,25," M(CLR),FW  ",20(13),1987,0,0.3,15.2,81.8,0.2,0.5,0.1,6.34,4,4,0,0.9,0.3,0,0.8,1.9,0.1,1.2,1.8,1.1,0.2,0.6,0.1,0.3,0.5,0.2,0
Auston Trusty,163,Sheff Utd,26, D(CL)  ,28(4),2573,0,0.3,26.3,79,0.1,1.1,0,6.34,0,4,0,0.3,2,0,0.2,0.4,0.1,0.1,0.5,1.5,1.1,0.7,0.4,4.5,0.7,0.7,0
Harrison Reed,170,Fulham,30," D(R),M(CR)  ",15(12),1325,2,0.5,26.7,85.3,0.1,0.8,0,6.34,0,6,0,0.3,0.4,0,0.2,0.4,0,0.5,0.7,1.1,0.4,1,0,0.8,0.7,0.3,0
Andros Townsend,95,Luton,33," AM(CLR),FW  ",14(13),1210,3,0.7,12.9,80.2,0.6,0.6,0,6.34,1,1,0,0.7,0,0,0.6,0.4,0.1,1,1.3,0.8,0.2,0.5,0,0.3,0.5,0,0
Carlos Baleba,211,Brighton,21, DMC  ,15(12),1324,0,0.3,28.6,92.2,0,0.7,0,6.33,0,7,0,0.8,0.9,0,0.4,1,0,0.6,0.6,1.5,0.7,1.5,0,1,0.9,0.3,0
Jhon Durán,24,Aston Villa,21, FW  ,3(20),463,0,0.2,5,71.1,0,0,0,6.32,5,5,0,0.9,0.9,1,0.1,0.3,0.2,0.6,0.7,0.3,0,0.5,0,0.4,0.2,0,0
Pierre-Emile Højbjerg,30,Tottenham,29, M(C)  ,8(28),1294,0,0.3,38.4,88.6,0,2.1,0,6.32,0,4,0,0.5,0.2,0,0.3,0.5,0,0.3,0.6,0.9,0.5,0.6,0.1,0.8,0.6,0.2,1
Jean-Ricner Bellegarde,161,Wolves,26, M(CLR)  ,10(12),953,1,0.5,12.8,84.3,0.1,0.2,0,6.32,2,0,1,0.7,0.4,1,0.8,1.1,0.1,0.9,1.1,0.8,0.4,0.5,0,0.6,0.4,0.1,0
Beto,31,Everton,27, FW  ,9(21),939,0,0.4,5.8,61.5,0,0.2,0,6.32,3,2,0,1.4,1.6,1,0.5,0.6,0.3,0.7,1.6,0.5,0,0.7,0,0.4,0.3,0,0
Tariq Lamptey,211,Brighton,24," D(LR),M(R)  ",10(9),916,3,0.5,19.5,87.9,0.5,0.4,0,6.32,0,3,0,0.3,0.2,0,0.3,0.9,0.2,0.1,1.2,1.1,0.3,0.6,0.3,0.3,0.5,0.2,0
Oliver Norwood,163,Sheff Utd,33, M(C)  ,16(11),1433,0,0.6,31.7,72.2,0.6,2.5,0,6.31,1,8,0,0.6,0.5,0,0,0.3,0,0.1,0.3,1.5,0.8,0.6,0,1.3,1,0.3,0
Vitinho,184,Burnley,25," D(LR),M(LR)  ",26(6),2320,2,0.3,23.6,77.1,0.2,0.8,0,6.31,0,1,0,0.8,0.6,0,0.8,0.9,0.2,0.8,1.1,2,0.4,0.8,0.3,1.3,1.3,0.2,0
Tommy Doyle,161,Wolves,23, M(C)  ,11(15),1216,0,0.3,35,86.4,0.2,2.9,0,6.30,0,2,0,0.5,0,0,0,0.2,0,0.3,0.3,1,0.5,0.4,0,0.7,0.3,0.3,0
Jay Rodriguez,184,Burnley,35," AM(CLR),FW  ",7(14),815,1,0.2,10.2,66,0,0.3,0,6.29,2,0,0,1,1,0,0.3,0.3,0.3,0.2,1,0.7,0,0.9,0,0.3,0.3,0,0
Anel Ahmedhodzic,163,Sheff Utd,26, D(C)  ,29(2),2650,0,0.2,31,75.6,0,1.5,0,6.28,2,9,1,0.6,1.7,1,0.4,0.4,0.1,0.4,0.5,2.1,1.1,1.1,0.4,4.3,0.6,0.8,0
Yehor Yarmoliuk,189,Brentford,21, M(C)  ,6(21),676,0,0.1,10.4,77.3,0,0.3,0,6.27,0,2,0,0.4,0.3,0,0.6,0.2,0,0.4,0.6,0.6,0.2,0.4,0,0.2,0.4,0.1,0
Cauley Woodrow,95,Luton,30," AM(C),FW  ",2(22),411,1,0.4,5.8,74.8,0.2,0,0,6.26,1,2,0,0.7,0.5,0,0.1,0.2,0.1,0.3,0.4,0.7,0,0.3,0,0.5,0.3,0,0
Ansu Fati,211,Brighton,22," AM(L),FW  ",3(16),514,0,0.3,10.7,87.3,0,0.3,0.1,6.26,2,2,0,1.4,0.1,0,0.3,0.7,0.1,0.5,0.8,0.3,0.2,0.3,0,0.2,0.5,0,0
Max Aarons,183,Bournemouth,25, D(R)  ,13(7),1233,1,0.4,22.6,76.7,0.2,1,0.1,6.25,0,1,0,0.1,0.3,0,0.7,1.3,0.1,0.4,0.7,1.5,0.4,0.6,0.2,1.1,0.7,0.3,0
Sofyan Amrabat,32,Man Utd,28," D(L),DMC  ",10(11),933,0,0.3,30.7,88.1,0,1.7,0,6.24,0,6,0,0.1,0.2,0,0.3,0.5,0,0.5,0.4,1.3,0.4,1.1,0,0.9,0.7,0.3,0
Saman Ghoddos,189,Brentford,31," M(CLR),FW  ",7(12),730,0,0.5,19.4,76.4,0.6,0.7,0,6.24,1,5,0,0.5,0.2,0,0.2,0.5,0.1,0.2,0.5,1.5,0.3,0.7,0.1,0.5,0.7,0.1,0
Hugo Bueno,161,Wolves,22," D(L),M(L)  ",7(15),731,0,0.3,15,80.6,0.5,0.2,0,6.24,0,1,0,0.2,0.4,0,0.4,0.3,0,0.6,0.3,1,0.3,0.3,0,0.9,0.3,0.2,1
Nicolò Zaniolo,24,Aston Villa,25," AM(CLR),FW  ",9(16),831,0,0.4,8.3,71.6,0,0.1,0,6.24,2,7,0,1.1,0.3,0,0.5,0.8,0,1.4,1.2,0.8,0,1,0,0.4,0.3,0,0
Divock Origi,174,Nottingham Forest,29," AM(LR),FW  ",6(14),601,1,0.4,6.6,67.9,0.2,0.3,0.2,6.21,0,1,0,0.7,0.6,0,0.5,0.4,0.3,0.5,0.8,0.3,0.1,0.7,0,0.1,0,0,0
Oliver Skipp,30,Tottenham,24, DMC  ,5(16),695,0,0.3,17.8,91.7,0,0.7,0,6.20,0,3,0,0.2,0.2,0,0.1,0.6,0,0.3,0.4,0.9,0.1,0.4,0,0.3,0.3,0,0
Boubacar Traoré,161,Wolves,23, DMC  ,7(17),806,0,0.3,18.5,84.9,0.1,0.6,0,6.20,0,4,0,0.5,0.3,0,0.4,0.2,0,0.7,0.5,1.5,0.2,1,0,0.3,0.5,0.1,0
Andre Brooks,163,Sheff Utd,21, AM(CR)  ,12(8),944,0,0.2,12.4,77.3,0,0.2,0,6.19,0,1,0,0.5,0.6,0,0.7,0.5,0,1,1.1,1.1,0.7,0.6,0,0.7,0.6,0.1,0
Danny Ings,29,West Ham,32," AM(C),FW  ",3(17),392,0,0.3,5.3,72.4,0,0.1,0,6.19,1,1,0,0.6,0.2,0,0.3,0.3,0.1,0.2,0.5,0.3,0.2,0.2,0,0.3,0.5,0.1,0
Adam Lallana,211,Brighton,36, M(CLR)  ,13(12),854,1,0.6,20,90,0.1,0.1,0.1,6.17,0,2,0,0.4,0.1,0,0.1,0.4,0.1,0.7,0.6,0.3,0.1,0.3,0,0,0.2,0,0
Ben Osborn,163,Sheff Utd,30," D(L),M(CLR)  ",14(10),1363,2,0.5,21.1,77.7,0.4,1,0,6.17,0,3,0,0.2,0.3,0,0.3,0.4,0,0.4,0.6,0.9,0.3,0.3,0.1,1.1,0.4,0.1,1
Naouirou Ahamada,162,Crystal Palace,23, M(C)  ,0(20),334,0,0.1,9,82.7,0,0.4,0,6.08,0,2,1,0.5,0.2,0,0.4,0.3,0.1,0.6,0.4,0.7,0.1,0.5,0,0.2,0.5,0,0
Pelly Ruddock Mpanzu,95,Luton,31, M(C)  ,11(16),1094,0,0.2,12.7,74.9,0.1,0.6,0,6.08,0,1,0,0.4,0.4,0,0.3,0.5,0,0.6,0.4,0.5,0.3,0.3,0,0.6,0.1,0.3,0
William Osula,163,Sheff Utd,21, FW  ,9(12),785,0,0,4.3,53.3,0,0,0,6.00,0,4,0,1,1.1,0,0.1,0.6,0.3,0.7,1.5,0.1,0.1,0.7,0,0.4,0,0,0
